"time_date","temperature","weather_con","comfort_feelslike","humidity","forecast","wind","humidity.1","location","visibility","pressure","dew_point"
2021-11-19 15:01:01, "26 °C", "Rain. More clouds than sun.", "Feels Like: 28 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from South", "89%", "Forecast: 30 / 26 °C", "Feels Like: 28 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "2 km", "1001 mbar", "24 °C"
2021-11-19 17:01:01, "27 °C", "Drizzle. Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from Southeast", "89%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from Southeast", "89%", "Madras / Minambakkam", "2 km", "1001 mbar", "25 °C"
2021-11-19 18:01:01, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "89%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "3 km", "1001 mbar", "25 °C"
2021-11-19 19:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "89%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "4 km", "1002 mbar", "25 °C"
2021-11-19 20:01:03, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "89%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "4 km", "1003 mbar", "25 °C"
2021-11-19 21:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from South", "84%", "Forecast: 30 / 26 °C", "Feels Like: 33 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from South", "84%", "Madras / Minambakkam", "3 km", "1004 mbar", "25 °C"
2021-11-19 22:01:01, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "89%", "Forecast: 30 / 26 °C", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "3 km", "1005 mbar", "26 °C"
2021-11-19 23:01:01, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from South", "89%", "Forecast: 31 / 27 °C", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "3 km", "1005 mbar", "26 °C"
2021-11-20 00:01:01, "27 °C", "Fog.", "Feels Like: 30 °CForecast: 31 / 27 °CWind: 19 km/h <U+2191> from Southwest", "84%", "Forecast: 31 / 27 °C", "Feels Like: 30 °CForecast: 31 / 27 °CWind: 19 km/h <U+2191> from Southwest", "84%", "Madras / Minambakkam", "3 km", "1005 mbar", "24 °C"
2021-11-20 09:31:53, "26 °C", "Drizzle. More clouds than sun.", "Feels Like: 28 °CForecast: 31 / 27 °CWind: 6 km/h <U+2191> from South", "94%", "Forecast: 31 / 27 °C", "Feels Like: 28 °CForecast: 31 / 27 °CWind: 6 km/h <U+2191> from South", "94%", "Madras / Minambakkam", "2 km", "1007 mbar", "25 °C"
2021-11-20 10:01:02, "26 °C", "Rain. More clouds than sun.", "Feels Like: 28 °CForecast: 31 / 27 °CWind: 13 km/h <U+2191> from Southeast", "94%", "Forecast: 31 / 27 °C", "Feels Like: 28 °CForecast: 31 / 27 °CWind: 13 km/h <U+2191> from Southeast", "94%", "Madras / Minambakkam", "1 km", "1007 mbar", "25 °C"
2021-11-20 11:01:01, "28 °C", "Drizzle. Broken clouds.", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 7 km/h <U+2191> from South", "89%", "Forecast: 31 / 27 °C", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 7 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "3 km", "1007 mbar", "26 °C"
2021-11-20 12:01:01, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 31 / 27 °CWind: 11 km/h <U+2191> from South", "79%", "Forecast: 31 / 27 °C", "Feels Like: 35 °CForecast: 31 / 27 °CWind: 11 km/h <U+2191> from South", "79%", "Madras / Minambakkam", "3 km", "1007 mbar", "25 °C"
2021-11-20 13:01:01, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 6 km/h <U+2191> from South", "89%", "Forecast: 31 / 27 °C", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 6 km/h <U+2191> from South", "89%", "Madras / Minambakkam", "3 km", "1005 mbar", "26 °C"
2021-11-20 14:01:01, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Southeast", "89%", "Forecast: 31 / 27 °C", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Southeast", "89%", "Madras / Minambakkam", "3 km", "1005 mbar", "26 °C"
2021-11-20 15:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Forecast: 31 / 27 °C", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "3 km", "1004 mbar", "25 °C"
2021-11-20 16:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Southeast", "84%", "Forecast: 31 / 27 °C", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "3 km", "1004 mbar", "25 °C"
2021-11-20 17:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 13 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 13 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "4 km", "1004 mbar", "25 °C"
2021-11-20 18:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1005 mbar", "25 °C"
2021-11-20 19:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-20 20:01:01, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Southeast", "89%", "Forecast: 30 / 27 °C", "Feels Like: 31 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Southeast", "89%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-20 21:04:52, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-20 21:07:06, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-20 22:01:03, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-20 23:01:01, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "89%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "89%", "Madras / Minambakkam", "4 km", "1008 mbar", "25 °C"
2021-11-21 12:25:02, "32 °C", "Scattered clouds.", "Feels Like: 39 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from East", "67%", "Forecast: 30 / 26 °C", "Feels Like: 39 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from East", "67%", "Madras / Minambakkam", "5 km", "1009 mbar", "25 °C"
2021-11-21 13:01:03, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-21 14:01:03, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-21 15:01:06, "31 °C", "Fog.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-21 16:01:01, "30 °C", "Scattered clouds.", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "75%", "Forecast: 30 / 26 °C", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "75%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-21 17:01:01, "30 °C", "Scattered clouds.", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "75%", "Forecast: 30 / 26 °C", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "75%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-21 18:01:02, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "79%", "Forecast: 30 / 26 °C", "Feels Like: 35 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "79%", "Madras / Minambakkam", "4 km", "1008 mbar", "25 °C"
2021-11-21 19:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 26 °CWind: No wind", "84%", "Forecast: 30 / 26 °C", "Feels Like: 33 °CForecast: 30 / 26 °CWind: No wind", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-21 20:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from East", "84%", "Forecast: 30 / 26 °C", "Feels Like: 33 °CForecast: 30 / 26 °CWind: 6 km/h <U+2191> from East", "84%", "Madras / Minambakkam", "5 km", "1010 mbar", "25 °C"
2021-11-21 21:01:01, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "94%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "5 km", "1010 mbar", "26 °C"
2021-11-21 22:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "94%", "Forecast: 30 / 26 °C", "Feels Like: 31 °CForecast: 30 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "5 km", "1010 mbar", "26 °C"
2021-11-21 23:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "5 km", "1011 mbar", "26 °C"
2021-11-22 00:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "5 km", "1010 mbar", "26 °C"
2021-11-22 01:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1010 mbar", "26 °C"
2021-11-22 02:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "3 km", "1010 mbar", "26 °C"
2021-11-22 09:27:20, "26 °C", "Drizzle. Fog.", "Feels Like: 28 °CForecast: 30 / 27 °CWind: No wind", "94%", "Forecast: 30 / 27 °C", "Feels Like: 28 °CForecast: 30 / 27 °CWind: No wind", "94%", "Madras / Minambakkam", "2 km", "1012 mbar", "25 °C"
2021-11-22 10:01:03, "26 °C", "Thunderstorms. Broken clouds.", "Feels Like: 28 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Northeast", "94%", "Forecast: 30 / 27 °C", "Feels Like: 28 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Northeast", "94%", "Madras / Minambakkam", "2 km", "1012 mbar", "25 °C"
2021-11-22 11:01:01, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 15 km/h <U+2191> from Northeast", "89%", "Forecast: 31 / 27 °C", "Feels Like: 34 °CForecast: 31 / 27 °CWind: 15 km/h <U+2191> from Northeast", "89%", "Madras / Minambakkam", "2 km", "1012 mbar", "26 °C"
2021-11-22 12:01:02, "30 °C", "Fog.", "Feels Like: 36 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "75%", "Forecast: 31 / 27 °C", "Feels Like: 36 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "75%", "Madras / Minambakkam", "5 km", "1011 mbar", "25 °C"
2021-11-22 13:01:01, "30 °C", "Fog.", "Feels Like: 37 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "79%", "Forecast: 31 / 27 °C", "Feels Like: 37 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "79%", "Madras / Minambakkam", "5 km", "1010 mbar", "26 °C"
2021-11-22 14:01:04, "30 °C", "Fog.", "Feels Like: 36 °CForecast: 31 / 27 °CWind: 17 km/h <U+2191> from Northeast", "75%", "Forecast: 31 / 27 °C", "Feels Like: 36 °CForecast: 31 / 27 °CWind: 17 km/h <U+2191> from Northeast", "75%", "Madras / Minambakkam", "5 km", "1009 mbar", "25 °C"
2021-11-22 15:01:03, "30 °C", "Broken clouds.", "Feels Like: 35 °CForecast: 31 / 27 °CWind: 13 km/h <U+2191> from Northeast", "70%", "Forecast: 31 / 27 °C", "Feels Like: 35 °CForecast: 31 / 27 °CWind: 13 km/h <U+2191> from Northeast", "70%", "Madras / Minambakkam", "5 km", "1008 mbar", "24 °C"
2021-11-22 16:01:02, "31 °C", "Broken clouds.", "Feels Like: 38 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "70%", "Forecast: 31 / 27 °C", "Feels Like: 38 °CForecast: 31 / 27 °CWind: 9 km/h <U+2191> from Northeast", "70%", "Madras / Minambakkam", "6 km", "1007 mbar", "25 °C"
2021-11-22 17:01:02, "29 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 17 km/h <U+2191> from Northeast", "74%", "Forecast: 30 / 27 °C", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 17 km/h <U+2191> from Northeast", "74%", "Madras / Minambakkam", "6 km", "1007 mbar", "24 °C"
2021-11-22 18:01:01, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from Northeast", "79%", "Forecast: 30 / 27 °C", "Feels Like: 35 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from Northeast", "79%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-22 19:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Northeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Northeast", "84%", "Madras / Minambakkam", "5 km", "1009 mbar", "25 °C"
2021-11-22 20:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Northeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Northeast", "84%", "Madras / Minambakkam", "5 km", "1010 mbar", "25 °C"
2021-11-22 21:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 6 km/h <U+2191> from Northeast", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 6 km/h <U+2191> from Northeast", "84%", "Madras / Minambakkam", "5 km", "1011 mbar", "25 °C"
2021-11-23 09:34:54, "29 °C", "Fog.", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Northeast", "89%", "Forecast: 30 / 27 °C", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 7 km/h <U+2191> from Northeast", "89%", "Madras / Minambakkam", "5 km", "1011 mbar", "27 °C"
2021-11-23 10:01:03, "30 °C", "Fog.", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from Northeast", "79%", "Forecast: 30 / 27 °C", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from Northeast", "79%", "Madras / Minambakkam", "5 km", "1011 mbar", "26 °C"
2021-11-23 11:01:01, "31 °C", "Scattered clouds.", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Northeast", "66%", "Forecast: 30 / 27 °C", "Feels Like: 37 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from Northeast", "66%", "Madras / Minambakkam", "6 km", "1011 mbar", "24 °C"
2021-11-23 12:01:01, "32 °C", "Scattered clouds.", "Feels Like: 39 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from East", "67%", "Forecast: 30 / 27 °C", "Feels Like: 39 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from East", "67%", "Madras / Minambakkam", "6 km", "1010 mbar", "25 °C"
2021-11-23 13:01:02, "32 °C", "Scattered clouds.", "Feels Like: 39 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from East", "67%", "Forecast: 30 / 27 °C", "Feels Like: 39 °CForecast: 30 / 27 °CWind: 15 km/h <U+2191> from East", "67%", "Madras / Minambakkam", "6 km", "1010 mbar", "25 °C"
2021-11-23 14:01:06, "32 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 27 °CWind: 19 km/h <U+2191> from East", "63%", "Forecast: 30 / 27 °C", "Feels Like: 38 °CForecast: 30 / 27 °CWind: 19 km/h <U+2191> from East", "63%", "Madras / Minambakkam", "6 km", "1008 mbar", "24 °C"
2021-11-23 15:01:07, "32 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 27 °CWind: 19 km/h <U+2191> from East", "63%", "Forecast: 30 / 27 °C", "Feels Like: 38 °CForecast: 30 / 27 °CWind: 19 km/h <U+2191> from East", "63%", "Madras / Minambakkam", "6 km", "1007 mbar", "24 °C"
2021-11-23 20:01:02, "28 °C", "Passing clouds.", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 7 km/h <U+2191> from Northeast", "84%", "Forecast: 31 / 27 °C", "Feels Like: 33 °CForecast: 31 / 27 °CWind: 7 km/h <U+2191> from Northeast", "84%", "Madras / Minambakkam", "6 km", "1009 mbar", "25 °C"
